"Note","Course","Module","Clip","Time in Clip","URL"
"Methods of the Matcher Class\nHere is a list of useful instance methods −\n\nIndex Methods\nIndex methods provide useful index values that show precisely where the match was found in the input string −\n\n1\t\npublic int start()\n\nReturns the start index of the previous match.\n\n2\t\npublic int start(int group)\n\nReturns the start index of the subsequence captured by the given group during the previous match operation.\n\n3\t\npublic int end()\n\nReturns the offset after the last character matched.\n\n4\t\npublic int end(int group)\n\nReturns the offset after the last character of the subsequence captured by the given group during the previous match operation.","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=e931aa57-5bdc-4b97-b88f-b5e2c947e43d"
"Study Methods\n\nStudy methods review the input string and return a Boolean indicating whether or not the pattern is found −\n\n1\t\npublic boolean lookingAt()\n\nAttempts to match the input sequence, starting at the beginning of the region, against the pattern.\n\n2\t\npublic boolean find()\n\nAttempts to find the next subsequence of the input sequence that matches the pattern.\n\n3\t\npublic boolean find(int start)\n\nResets this matcher and then attempts to find the next subsequence of the input sequence that matches the pattern, starting at the specified index.\n\n4\t\npublic boolean matches()\n\nAttempts to match the entire region against the pattern.","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=93b5b001-ce61-40a4-a2c3-f3217679f6ce"
"Replacement Methods\n\nReplacement methods are useful methods for replacing text in an input string −\n\n1\t\npublic Matcher appendReplacement(StringBuffer sb, String replacement)\n\nImplements a non-terminal append-and-replace step.\n\n2\t\npublic StringBuffer appendTail(StringBuffer sb)\n\nImplements a terminal append-and-replace step.\n\n3\t\npublic String replaceAll(String replacement)\n\nReplaces every subsequence of the input sequence that matches the pattern with the given replacement string.\n\n4\t\npublic String replaceFirst(String replacement)\n\nReplaces the first subsequence of the input sequence that matches the pattern with the given replacement string.\n\n5\t\npublic static String quoteReplacement(String s)\n\nReturns a literal replacement String for the specified String. This method produces a String that will work as a literal replacement s in the appendReplacement method of the Matcher class.\n","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=119b1f71-adca-4c04-a9da-eef03182573b"
"The start and end Methods\n\nFollowing is the example that counts the number of times the word ""cat"" appears in the input string −\n\nExample\n\nimport java.util.regex.Matcher;\nimport java.util.regex.Pattern;\n\npublic class RegexMatches {\n\n   private static final String REGEX = ""\bcat\b"";\n   private static final String INPUT = ""cat cat cat cattie cat"";\n\n   public static void main( String args[] ) {\n      Pattern p = Pattern.compile(REGEX);\n      Matcher m = p.matcher(INPUT);   // get a matcher object\n      int count = 0;\n\n      while(m.find()) {\n         count++;\n         System.out.println(""Match number ""+count);\n         System.out.println(""start(): ""+m.start());\n         System.out.println(""end(): ""+m.end());\n      }\n   }\n}\nThis will produce the following result −\n\nOutput\n\nMatch number 1\nstart(): 0\nend(): 3\nMatch number 2\nstart(): 4\nend(): 7\nMatch number 3\nstart(): 8\nend(): 11\nMatch number 4\nstart(): 19\nend(): 22\n\nYou can see that this example uses word boundaries to ensure that the letters ""c"" ""a"" ""t"" are not merely a substring in a longer word. It also gives some useful information about where in the input string the match has occurred.\n\nThe start method returns the start index of the subsequence captured by the given group during the previous match operation, and the end returns the index of the last character matched, plus one.","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=2728db99-6508-472c-816a-254b443fa57a"
"The matches and lookingAt Methods\n\nThe matches and lookingAt methods both attempt to match an input sequence against a pattern. The difference, however, is that matches requires the entire input sequence to be matched, while lookingAt does not.\n\nBoth methods always start at the beginning of the input string. Here is the example explaining the functionality −\n\nExample\n\nimport java.util.regex.Matcher;\nimport java.util.regex.Pattern;\n\npublic class RegexMatches {\n\n   private static final String REGEX = ""foo"";\n   private static final String INPUT = ""fooooooooooooooooo"";\n   private static Pattern pattern;\n   private static Matcher matcher;\n\n   public static void main( String args[] ) {\n      pattern = Pattern.compile(REGEX);\n      matcher = pattern.matcher(INPUT);\n\n      System.out.println(""Current REGEX is: ""+REGEX);\n      System.out.println(""Current INPUT is: ""+INPUT);\n\n      System.out.println(""lookingAt(): ""+matcher.lookingAt());\n      System.out.println(""matches(): ""+matcher.matches());\n   }\n}\nThis will produce the following result −\n\nOutput\n\nCurrent REGEX is: foo\nCurrent INPUT is: fooooooooooooooooo\nlookingAt(): true\nmatches(): false","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=d50a8710-5dc4-41c4-b823-11acdcf0ea10"
"\nThe replaceFirst and replaceAll Methods\n\nThe replaceFirst and replaceAll methods replace the text that matches a given regular expression. As their names indicate, replaceFirst replaces the first occurrence, and replaceAll replaces all occurrences.\n\nHere is the example explaining the functionality −\n\nExample\n\nimport java.util.regex.Matcher;\nimport java.util.regex.Pattern;\n\npublic class RegexMatches {\n\n   private static String REGEX = ""dog"";\n   private static String INPUT = ""The dog says meow. "" + ""All dogs say meow."";\n   private static String REPLACE = ""cat"";\n\n   public static void main(String[] args) {\n      Pattern p = Pattern.compile(REGEX);\n      \n      // get a matcher object\n      Matcher m = p.matcher(INPUT); \n      INPUT = m.replaceAll(REPLACE);\n      System.out.println(INPUT);\n   }\n}\nThis will produce the following result −\n\nOutput\n\nThe cat says meow. All cats say meow.","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=af3851c2-7973-4471-b272-94eceb63750d"
"The appendReplacement and appendTail Methods\n\nThe Matcher class also provides appendReplacement and appendTail methods for text replacement.\n\nHere is the example explaining the functionality −\n\nExample\n\nimport java.util.regex.Matcher;\nimport java.util.regex.Pattern;\n\npublic class RegexMatches {\n\n   private static String REGEX = ""a*b"";\n   private static String INPUT = ""aabfooaabfooabfoob"";\n   private static String REPLACE = ""-"";\n   public static void main(String[] args) {\n\n      Pattern p = Pattern.compile(REGEX);\n      \n      // get a matcher object\n      Matcher m = p.matcher(INPUT);\n      StringBuffer sb = new StringBuffer();\n      while(m.find()) {\n         m.appendReplacement(sb, REPLACE);\n      }\n      m.appendTail(sb);\n      System.out.println(sb.toString());\n   }\n}\nThis will produce the following result −\n\nOutput\n\n-foo-foo-foo-","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=ddbc7190-6bf1-449c-874a-f48babf9bc8b"
"PatternSyntaxException Class Methods\n\nA PatternSyntaxException is an unchecked exception that indicates a syntax error in a regular expression pattern. The PatternSyntaxException class provides the following methods to help you determine what went wrong −\n\n1\t\npublic String getDescription()\n\nRetrieves the description of the error.\n\n2\t\npublic int getIndex()\n\nRetrieves the error index.\n\n3\t\npublic String getPattern()\n\nRetrieves the erroneous regular expression pattern.\n\n4\t\npublic String getMessage()\n\nReturns a multi-line string containing the description of the syntax error and its index, the erroneous regular expression pattern, and a visual indication of the error index within the pattern.","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","0:15","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=15.10965&noteid=5b0c4ba4-963b-499f-b8ba-a69ee48ca20c"
"Notes:\n- I copied and pasted the tutorialspoint page on regex in Java into the notes for future reference; everything after the headline ""Using Pattern and Matcher Classes"" until this point is part of the tutorialspoint page.\n- See https://stackoverflow.com/questions/16517689/confused-about-matcher-group-in-java-regex \nfor good explanation of Pattern/Matcher/Grouping, which I tried to summarize below\n- My conclusion:\n  - m.group() = m.group(0) = prints out the next instance of the string that satisfies the ENTIRE original pattern\n  - m.group(A) for some integer A:\n    - prints out the next instance of the string that satisfies group A of the original pattern.\n    - Example:\n       - Let the pattern pattern have a matcher m and let m be ""(.*)(\d+)"":\n   - Group 0 refers to the whole pattern, so m.group(0) = m.group() will provide the next instance of the string that satisfies the entire pattern ""(.*)(\d+)""\n   - Group 1 refers to the first parentheses, so m.group(1) will provide only the ""(.*)"" part from the next instance of the string that satisfies the pattern ""(.*)(\d+)""\n   - Group 2 refers to the second parentheses, so m.group(2) will provide only the ""(\d+)"" part from the next instance of the string that satisfies the pattern ""(.*)(\d+)""\n\n- My next conclusion:\n  - Let the pattern pattern have a matcher m\n  - m.lookingAt() returns true if it can match the input with the pattern just from the beginning of the region\n  - m.matches() returns true if the entire region satisfies the pattern\n  - Example:\nInput  = ""apple85k20a""\nPattern = ""(\w+)(\d)""\nLet the matcher be m\nm.lookingAt() -> true because starting from the left, ""(\w+)(\d)"" can be satisfied by apple85k20 (and ignore the 'a' or other future letters that follow)\nm.matches() -> false because ""(\w+)(\d)"" is NOT satisfied by the entirety of apple85k20a ( 'a' at the end ruins it)","Java Fundamentals: The Core Platform","String Formatting and Regular Expressions","Summary","2:14","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m3&clip=12&mode=live&start=134.186426&noteid=49254dab-729a-49f0-ac79-8a3497a3a6a2"
"Managing Groups of Data:\n- apps often need to manage data in commonly typed groups\n  - most basic solution is to use arrays\n- Arrays have limitations\n  - statically sized\n  - require explicit position management\n  - little more than a bunch of values\n- Collections provide more powerful options\n","Java Fundamentals: The Core Platform","Working with Collections","A First Look at Collections","0:07","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=1&mode=live&start=7.355494&noteid=5da960e5-2acd-43cf-8721-acc11960e09d"
"The Role of Collections:\n- Collections hold and organize values\n  - iterable\n  - can provide type safety\n  - tend to dynamically size\n- A wide variety of collections are available\n  - may simply be a list of values\n  - can provide optimization or sophistication\n    - ordering\n    - prevent duplicates\n    - manage data as name/value pairs\n    ","Java Fundamentals: The Core Platform","Working with Collections","A First Look at Collections","1:26","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=1&mode=live&start=86.29575&noteid=4441a781-9ed4-4a34-93e7-d4e78624033d"
"A Simple Collection of Objects:\n\nArrayList list = new ArrayList();\nlist.add(""Foo"");\nlist.add(""Bar"");\nSystem.out.println(“Elements: ” + list.size());\nfor(Object o:list)\nSystem.out.println(o.toString());\nString s = (String)list.get(0);\nSomeClassIMadeUp c = new SomeClassIMadeUp();\nlist.add(c);","Java Fundamentals: The Core Platform","Working with Collections","A First Look at Collections","2:45","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=1&mode=live&start=165.843992&noteid=ac4ff540-747a-444e-bbcc-f004e9fef3cc"
"Collections and Type Safety:\n- by default collections hold Object types\n  - must convert return values to desired type  \n  - doesn't restrict what types of values added\n\n- Collections can be type restricted\n  - uses the Java concept of generics\n  - type specified during collection creation\n\n- Collection type restriction is pervasive\n  -  return values appropriately typed\n  -  adding values limited to appropriate type\n","Java Fundamentals: The Core Platform","Working with Collections","Collections and Type Safety","0:01","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=2&mode=live&start=1.20136&noteid=9f6a985f-9b28-47a3-828c-da6797dd72e0"
"A Strongly Typed Collection:\n\nArrayList<String> list = new ArrayList< >();\nlist.add(“Foo”);\nlist.add(“Bar”);\nSystem.out.println(“Elements: ” + list.size());\nfor( String o:list)\nSystem.out.println(o );\nString s = list.get(0);\n\nSomeClassIMadeUp c = new SomeClassIMadeUp();\nlist.add(c); --> ILLEGAL because ArrayList only accepts Strings","Java Fundamentals: The Core Platform","Working with Collections","Collections and Type Safety","1:33","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=2&mode=live&start=93.530988&noteid=a744bfd4-7987-4c7c-a802-9218568a5855"
"Collection Interface:\n- each collection type has its own features\n  - but there are many that are common\n\n- Collection interface\n  - provides common collection methods\n  - implemented by most collection types\n    - Map collections are a notable exception\n  - extends the Iterable interface\n","Java Fundamentals: The Core Platform","Working with Collections","Collection Interface","0:02","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=3&mode=live&start=2.152153&noteid=ee47300d-475b-4dec-8818-d34254ca803c"
"Common Collection Methods:\n- size: returns numbr of elements\n- clear: removes all elements\n- isEmpty: returns true if no elements\n- add: add a single element\n- addAll: add all members of another collection","Java Fundamentals: The Core Platform","Working with Collections","Collection Interface","0:38","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=3&mode=live&start=38.992174&noteid=de6bd319-520d-4a5c-8eb4-14d89d32cc66"
"Adding Members from Another Collection:\n\nArrayList<String> list1 = new ArrayList<>();\nlist1.add(“Foo”);\nlist1.add(“Bar”);\nLinkedList<String> list2 = new LinkedList<>();\nlist2.add(“Baz”);\nlist2.add(“Boo”);\nlist1.addAll(list2);\nfor(String s:list1)\nSystem.out.println(s);\n\nNote:\nthe list1.addAll(list2) call does NOT affect list2 at ALL","Java Fundamentals: The Core Platform","Working with Collections","Collection Interface","1:05","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=3&mode=live&start=65.771209&noteid=2a8ff550-2130-48a9-bdd1-1717e07f0b82"
"Common Equality-based Methods:\n- contains: return true if contains element\n- containsAll: return true if contains all members of another collection\n- remove: remove element\n- removeAll: remove all elements contained in another collection\n- retainAll: remove all elements not contained in another collection\n\nNote: tests all use the Class' equals() method","Java Fundamentals: The Core Platform","Working with Collections","Collection Interface","1:42","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=3&mode=live&start=102.609348&noteid=aa16f327-81f7-42c0-903a-86a12753473c"
"Removing a Member:\n\npublic class MyClass {\nString label, value; // getters elided for clarity\npublic MyClass(String label, String value) {\n// assign label & value to member fields\n}\npublic boolean equals(Object o) {\nMyClass other = (MyClass) o;\nreturn value.equalsIgnoreCase(other.value);\n}\n}\n\nArrayList<MyClass> list = new ArrayList<>();\nMyClass v1 = new MyClass(""v1"", ""abc"");\nMyClass v2 = new MyClass(""v2"", ""abc"");\nMyClass v3 = new MyClass(""v3"", ""abc"");\nlist.add(v1);\nlist.add(v2);\nlist.add(v3);\n\nlist.remove(v3); //uses equals() method to find a match\n\nfor(MyClass m:list)\nSystem.out.println(m.getLabel());","Java Fundamentals: The Core Platform","Working with Collections","Collection Interface","2:25","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=3&mode=live&start=145.737359&noteid=8d62b55d-7a32-461a-a218-dce2ad09eb58"
"Java 8 Collection Methods:\n\n- Java 8 introduced lambda expressions\n  - simplify passing code as arguments\n\n- Collections have the ability to leverage lambda expressions to run code across its members.\n\n- Collection methods that leverage lambdas:\n  - forEach\n    - allows us to simply pass in a block of code and have that code just be run for each member in the collection \n  - removeIf\n    - we can pass in a lamda expression called a predicate (which evaluates to either true or false) , and then for every member for which that code resolves to true, that member is removed.\n","Java Fundamentals: The Core Platform","Working with Collections","Java 8 Collection Features","0:01","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=4&mode=live&start=1.430472&noteid=a1702a31-a841-4378-8b2a-6dad01a27e41"
"Using forEach method:\n\nArrayList<MyClass> list = new ArrayList<>();\nMyClass v1 = new MyClass(""v1"", ""abc"");\nMyClass v2 = new MyClass(""v2"", “xyz"");\nMyClass v3 = new MyClass(""v3"", ""abc"");\n\nlist.add(v1);\nlist.add(v2);\nlist.add(v3);\n\nlist.forEach(m -> System.out.println(m.getLabel()));\n\nResult:\nv1\nV2\nV3","Java Fundamentals: The Core Platform","Working with Collections","Java 8 Collection Features","1:13","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=4&mode=live&start=73.823841&noteid=1114b3e4-429c-4bca-adc6-c9f865daddd3"
"Using removeIf Method:\n\nArrayList<MyClass> list = new ArrayList<>();\nMyClass v1 = new MyClass(""v1"", ""abc"");\nMyClass v2 = new MyClass(""v2"", “xyz"");\nMyClass v3 = new MyClass(""v3"", ""abc"");\n\nlist.add(v1);\nlist.add(v2);\nlist.add(v3);\n\nlist.removeIf(m -> m.getValue().equals(“abc”));\n\nlist.forEach(m -> System.out.println(m.getLabel()));\n\nResult:\nv2","Java Fundamentals: The Core Platform","Working with Collections","Java 8 Collection Features","2:35","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=4&mode=live&start=155.072075&noteid=43370612-a614-4518-ba66-9beb745e9427"
"Lambda expressions make it really easy for us to run blocks of code across members of our collections.","Java Fundamentals: The Core Platform","Working with Collections","Java 8 Collection Features","3:40","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=4&mode=live&start=220.020142&noteid=a077ee47-eaf0-4418-b5e4-5a05819dfef4"
"Converting Between Collections and Arrays:\n\n- Sometimes APIs require an array:\n  - often due to legacy or library code\n\n- Collection interface can return an array\n  - toArray() method\n    - returns Object array\n  - toArray(T[] array) method\n    - returns array of T\n\n- Array content can be retrieved as a Collection:\n  - use Arrays class' asList() method","Java Fundamentals: The Core Platform","Working with Collections","Converting Between Collections and Arrays","0:02","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=5&mode=live&start=2.428702&noteid=2001c759-a8a9-46ee-8876-38c9698fa4cf"
"Retrieving a Collection from an Array:\n\nMyClass[] myArray= {\nnew MyClass(""val1"", ""abc""),\nnew MyClass(""val2"", “xyz""),\nnew MyClass(""val3"", “abc"")\n};\n\nCollection<MyClass> list = \n\nArrays.asList(myArray);\n\nlist.forEach(c -> System.out.println(c.getLabel()));","Java Fundamentals: The Core Platform","Working with Collections","Converting Between Collections and Arrays","2:37","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=5&mode=live&start=157.818846&noteid=05eee3e7-3910-47b0-a369-45de0f0df633"
"Collection Types:\n\n- Java provides a wide variety of collections\n  - each with specific behaviors\n\n- Collection interfaces\n  - provide contract for collection behavior\n\n- Collection classes\n  - provide collection implementation\n  -  implement 1 or more collection interfaces\n","Java Fundamentals: The Core Platform","Working with Collections","Collection Types","0:00","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=6&mode=live&start=0.827224&noteid=5b5de2fe-3c28-4794-aad8-ccdc846a4e1c"
"Common Collection Interfaces:\n\n- Collection: basic collection operations\n- List: Collection that maintains a particular order\n- Queue: Collection with the concept of order and a specific ""head"" element\n- Set: Collection that contains no duplicate values\n- SortedSet: a Set whose members are sorted","Java Fundamentals: The Core Platform","Working with Collections","Collection Types","0:36","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=6&mode=live&start=36.066337&noteid=c53981f6-1a73-4c76-ac8f-b3c1d5461587"
"Common Collection Classes:\n\n- ArrayList:\n  - a List backed by a resizable array\n  -  efficient random access but inefficient random inserts\n- LinkedList: \n  - a List and Queue backed by a doubly-linked list\n  - efficient random insert but inefficient random access\n- HashSet:\n  - a Set implemented as a hash table\n  - efficient general purpose usage at any time\n- TreeSet:\n  - a SortedSet implemented as a balanced binary tree\n  - Members accessible in order but less efficient to modify and search than a HashSet","Java Fundamentals: The Core Platform","Working with Collections","Collection Types","1:20","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=6&mode=live&start=80.882291&noteid=9b59521a-8ff8-4e00-a43a-1180930ec624"
"Sorting:\n- some collections rely on sorting\n  - There are 2 ways to specify sort behavior\n- 1) Comparable interface\n  - implemented by the type to be sorted\n  - type specifies its own sort behavior\n    - the behavior of the class' Comparable interface should be consistent with the implementation of class' equals() method. \n- 2) Comparator interface\n  - implemented by a type that performs a sort\n  - allows one type to specify the sort behavior for another type\n  - useful for cases where maybe you want a sorter type that doesn't implement the Comparable interface,  or you have situations where you want to provide an alternate sort than that provided by the Comparable interface","Java Fundamentals: The Core Platform","Working with Collections","Sorting","0:04","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=7&mode=live&start=4.360377&noteid=83365b8b-a895-4b9c-a14f-0516356fbc77"
"Implementing Comparable:\n\npublic class MyClass implements Comparable<MyClass> {\nString label, value; // Other members elided for clarity\n\npublic String toString() { return label + “ | ” + value;}\n\npublic boolean equals(Object o) {\nMyClass other = (MyClass) o;\nreturn value.equalsIgnoreCase(other.value);\n}\n\npublic int compareTo(MyClass other) {\nreturn value.compareToIgnoreCase(other.value);\n}\n}","Java Fundamentals: The Core Platform","Working with Collections","Sorting","1:08","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=7&mode=live&start=68.883883&noteid=92461dd1-9fc1-4de3-ad01-593a81937cb1"
"Using TreeSet with Comparable:\n\nTreeSet<MyClass> tree = new TreeSet<>();\ntree.add(new MyClass(""2222"", ""ghi""));\ntree.add(new MyClass(""3333"", ""abc""));\ntree.add(new MyClass(""1111"", ""def""));\ntree.forEach(m -> System.out.println(m));\n\nResult:\n\n3333| abc\n1111 | def\n2222 | ghi\n\nNotes:\n- the TreeSet maintains sorting, so they sort themselves as you add each one in, and so after adding each in, you can already print them all and they''ll be in order\n- TreeSet used the sort behavior provided by the comparable interface","Java Fundamentals: The Core Platform","Working with Collections","Sorting","2:13","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=7&mode=live&start=133.517203&noteid=8e9e4ff8-cf65-4af5-804d-d56bac5caf2a"
"Implementing Comparator:\n\npublic class MyComparator implements Comparator<MyClass> {\n\npublic int compare(MyClass x, MyClass y) {\nreturn x.getLabel().compareToIgnoreCase(y.getLabel());\n}\n}\n\nNote:\n- this class is responsible for providing sort behavior for another class (in this case it''ll be the MyClass class)","Java Fundamentals: The Core Platform","Working with Collections","Sorting","3:04","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=7&mode=live&start=184.579386&noteid=81e4688e-ecb5-4d5b-bada-5fab07a7ed49"
"Using TreeSet with Comparator:\n\nTreeSet<MyClass> tree = new TreeSet<>(new MyComparator());\n\ntree.add(new MyClass(""2222"", ""ghi""));\ntree.add(new MyClass(""3333"", ""abc""));\ntree.add(new MyClass(""1111"", ""def""));\n\ntree.forEach(m -> System.out.println(m));\n\nResult:\n1111 | def\n2222 | ghi\n3333| abc","Java Fundamentals: The Core Platform","Working with Collections","Sorting","3:52","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=7&mode=live&start=232.44674&noteid=b8ca0f64-5bf5-4ad4-bc35-ffe2589faba6"
"Map Collections:\n\n- Maps store key-value pairs\n  - key is used to identify/locate value\n  - keys are unique\n  - values can be duplicated\n  - values can be null","Java Fundamentals: The Core Platform","Working with Collections","Map Collections","0:02","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=8&mode=live&start=2.072464&noteid=9cd09cb4-daf2-4ccb-aa3e-55e72f396b1e"
"Common Map Types (Interfaces):\n\n- Map: basic map operations\n- SortedMap: map whose keys are sorted","Java Fundamentals: The Core Platform","Working with Collections","Map Collections","0:34","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=8&mode=live&start=34.344021&noteid=2213ead3-12dd-484f-876d-c861df193fda"
"Common Map Types (Classes):\n\n- HashMap: efficient general purpose Map implementation\n- TreeMap: \n  - SortedMap implemented as a self-balancing tree\n  - supports Comparable and Comparator sorting","Java Fundamentals: The Core Platform","Working with Collections","Map Collections","0:54","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=8&mode=live&start=54.197147&noteid=967b414b-0c2a-47e0-847d-646145b3466e"
"Common Map Methods:\n\n- put: add key and value\n- putIfAbsent: add key and value if key not contained or value is null\n- get: return value for key, if key not found return null\n- getOrDefault: return value for key, if key not found return the provided default value\n- values: return a Collection of the contained values\n- keySet: return a Set of teh contained keys \n- forEach: perform action for each entry (since Maps support lambdas)\n- replaceAll: perform action for each entry replacing each key's value with the action's result","Java Fundamentals: The Core Platform","Working with Collections","Map Collections","1:22","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=8&mode=live&start=82.856749&noteid=1d471453-7ab7-425d-bb84-e9639e2cfdbe"
"Using Map:\n\nMap<String, String> map = new HashMap<>();\n\nmap.put(“2222"", “ghi"");\nmap.put(“3333"", “abc"");\nmap.put(“1111"", “def"");\n\nString s1 = map.get(“3333”);\n//s1 = abc\n\nString s2 = map.get(“9999”);\n//s2 = null\n\nString s3 = map.getOrDefault(“9999”, “xyz”);\n//s3 = xyz","Java Fundamentals: The Core Platform","Working with Collections","Map Collections","2:34","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=8&mode=live&start=154.268523&noteid=ead5021d-48fa-4fcf-b91a-35f6de9d0b07"
"Using Map with Lambdas:\n\nMap<String, String> map = new HashMap<>();\n\nmap.put(“2222"", “ghi"");\nmap.put(“3333"", “abc"");\nmap.put(“1111"", “def"");\n\nmap.forEach( (k, v) -> System.out.println(k + “ | ” + v));\n\nResult:\n2222 | ghi\n3333 | abc\n1111 | def\n\nmap.replaceAll( (k, v) -> v.toUpperCase());\n\nmap.forEach( (k, v) -> System.out.println(k + “ | ” + v));\n\nResult:\n2222 | GHI\n3333 | ABC\n1111 | DEF\n\nNote:\n- the lambda expression in the forEach() method is called a BI-CONSUMER because it accepts 2 parameters.\n- the lambda expression in the replaceAll() method is a BI-FUNCTION in that it accepts two parameters, but also returns back a value\n  - in other words, in this case it calls toUpperCase on each value, takes the result of that, returns that back, and then the map apples that as the new value for that entry","Java Fundamentals: The Core Platform","Working with Collections","Map Collections","4:21","https://app.pluralsight.com/player?course=java-fundamentals-core-platform&author=jim-wilson&name=java-fundamentals-core-platform-m4&clip=8&mode=live&start=261.792429&noteid=2b463491-355c-4066-a578-4da3c05c58f2"
